Order_ID,Customer_ID,Order_Date,Ship_Date,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Region
2460,C090,2025-02-14,2025-02-16,P1130,Furniture,Chairs,Ergonomic Chair,48695.4,1,0.05,3408.68,South
2461,C249,2024-09-26,2024-09-30,P1123,Furniture,Storage,Filing Cabinet,84396.78,9,0.0,10127.61,South
2462,C033,2025-04-11,2025-04-16,P1162,Technology,Mobiles,iPhone 13,127130.87,10,0.1,2542.62,East
2463,C271,2024-09-27,2024-10-02,P1014,Technology,Laptops,Lenovo ThinkPad,71033.09,5,0.0,8523.97,South
2464,C176,2024-12-22,2024-12-27,P1136,Office Supplies,Binders,Staples Binder,16298.83,8,0.05,1140.92,North
2465,C248,2024-09-27,2024-10-01,P1009,Office Supplies,Paper,A4 Paper Pack,4296.44,7,0.05,300.75,West
2466,C035,2025-02-03,2025-02-09,P1104,Furniture,Tables,Standing Desk,15932.98,6,0.2,-1274.64,North
2467,C260,2024-11-07,2024-11-08,P1077,Office Supplies,Pens,Pilot Pen,102147.25,10,0.05,7150.31,South
2468,C288,2024-06-13,2024-06-20,P1148,Furniture,Tables,Standing Desk,112818.72,3,0.2,-9025.5,East
2469,C231,2024-09-02,2024-09-07,P1056,Office Supplies,Binders,Avery Binder,77370.05,8,0.05,5415.9,South
2470,C190,2024-12-08,2024-12-09,P1086,Technology,Laptops,HP Pavilion,81407.71,9,0.15,-2442.23,North
2471,C168,2025-01-04,2025-01-08,P1162,Technology,Tablets,Samsung Tab S7,104712.71,9,0.2,-8377.02,South
2472,C238,2024-12-31,2025-01-03,P1115,Technology,Tablets,Lenovo Tab M10,139686.13,5,0.1,2793.72,South
2473,C013,2025-05-16,2025-05-23,P1099,Office Supplies,Binders,Office Depot Binder,143733.26,2,0.15,-4312.0,East
2474,C085,2025-02-11,2025-02-13,P1070,Technology,Laptops,HP Pavilion,79317.9,2,0.0,9518.15,North
2475,C288,2024-08-10,2024-08-11,P1124,Technology,Tablets,Lenovo Tab M10,20573.74,3,0.15,-617.21,North
2476,C110,2025-03-20,2025-03-23,P1051,Office Supplies,Binders,Staples Binder,71569.84,1,0.0,8588.38,South
2477,C223,2024-06-14,2024-06-15,P1053,Technology,Mobiles,Samsung Galaxy S22,21001.54,5,0.0,2520.18,South
2478,C046,2025-04-05,2025-04-12,P1021,Office Supplies,Paper,A4 Paper Pack,84453.95,2,0.1,1689.08,North
2479,C057,2024-10-05,2024-10-11,P1141,Furniture,Tables,Standing Desk,105404.1,2,0.0,12648.49,South
2480,C212,2025-01-22,2025-01-26,P1184,Office Supplies,Binders,Staples Binder,142861.49,9,0.15,-4285.84,East
2481,C234,2024-09-09,2024-09-16,P1020,Office Supplies,Binders,Avery Binder,72789.79,9,0.05,5095.29,West
2482,C008,2025-05-20,2025-05-21,P1117,Furniture,Tables,Standing Desk,121674.03,3,0.0,14600.88,North
2483,C097,2025-01-17,2025-01-23,P1079,Furniture,Storage,Filing Cabinet,6214.89,1,0.1,124.3,South
2484,C048,2024-07-04,2024-07-09,P1080,Furniture,Tables,Standing Desk,62841.07,8,0.15,-1885.23,South
2485,C155,2025-01-04,2025-01-06,P1185,Furniture,Tables,Conference Table,73923.82,9,0.05,5174.67,West
2486,C004,2024-10-05,2024-10-06,P1058,Office Supplies,Pens,Pilot Pen,43664.35,10,0.15,-1309.93,West
2487,C152,2025-03-21,2025-03-26,P1089,Office Supplies,Binders,Avery Binder,124387.09,8,0.15,-3731.61,East
2488,C072,2024-06-15,2024-06-19,P1116,Furniture,Chairs,Executive Chair,118344.75,4,0.05,8284.13,East
2489,C263,2025-03-19,2025-03-23,P1034,Office Supplies,Binders,Staples Binder,141453.27,7,0.1,2829.07,West
2490,C016,2024-07-14,2024-07-15,P1024,Furniture,Chairs,Visitor Chair,42429.86,10,0.15,-1272.9,West
2491,C076,2025-03-25,2025-03-26,P1028,Technology,Tablets,Lenovo Tab M10,75315.81,4,0.0,9037.9,South
2492,C109,2024-08-03,2024-08-05,P1177,Office Supplies,Pens,Pilot Pen,53340.51,7,0.2,-4267.24,South
2493,C212,2024-12-03,2024-12-06,P1153,Office Supplies,Paper,Sticky Notes,113250.26,2,0.1,2265.01,North
2494,C023,2024-10-03,2024-10-05,P1169,Furniture,Chairs,Ergonomic Chair,78135.48,3,0.2,-6250.84,North
2495,C167,2024-10-17,2024-10-20,P1177,Furniture,Chairs,Executive Chair,86695.71,6,0.0,10403.49,South
2496,C175,2024-09-05,2024-09-07,P1028,Furniture,Storage,Storage Box,30157.12,10,0.15,-904.71,East
2497,C206,2024-11-09,2024-11-16,P1116,Technology,Mobiles,Samsung Galaxy S22,78190.71,3,0.0,9382.89,West
2498,C141,2024-09-07,2024-09-10,P1119,Technology,Laptops,Dell Inspiron 15,11653.38,1,0.05,815.74,South
2499,C294,2025-05-28,2025-06-04,P1074,Furniture,Chairs,Ergonomic Chair,142480.94,8,0.0,17097.71,North
2500,C289,2025-02-15,2025-02-20,P1136,Office Supplies,Paper,A4 Paper Pack,6850.62,8,0.15,-205.52,North
2501,C045,2025-05-21,2025-05-23,P1068,Office Supplies,Pens,Pilot Pen,8655.31,9,0.15,-259.66,East
2502,C136,2024-07-03,2024-07-07,P1099,Office Supplies,Pens,Pilot Pen,39579.03,5,0.15,-1187.37,South
2503,C272,2025-03-22,2025-03-29,P1184,Office Supplies,Pens,Parker Pen,51146.09,2,0.15,-1534.38,West
2504,C103,2025-02-16,2025-02-18,P1056,Technology,Mobiles,OnePlus 10,144215.66,5,0.15,-4326.47,South
2505,C169,2024-11-19,2024-11-21,P1017,Office Supplies,Paper,Printer Paper,108993.44,10,0.05,7629.54,South
2506,C186,2025-05-15,2025-05-22,P1170,Furniture,Chairs,Ergonomic Chair,135013.56,9,0.05,9450.95,South
2507,C150,2025-04-04,2025-04-05,P1150,Technology,Laptops,Dell Inspiron 15,80389.65,2,0.0,9646.76,South
2508,C139,2025-05-23,2025-05-30,P1029,Technology,Tablets,Lenovo Tab M10,122997.44,5,0.0,14759.69,North
2509,C133,2024-10-28,2024-10-30,P1067,Office Supplies,Pens,Parker Pen,127540.83,4,0.15,-3826.22,South
2510,C047,2025-04-15,2025-04-17,P1032,Technology,Tablets,Lenovo Tab M10,69944.78,7,0.05,4896.13,South
2511,C072,2024-06-16,2024-06-17,P1077,Office Supplies,Binders,Avery Binder,31719.74,1,0.05,2220.38,West
2512,C042,2024-10-02,2024-10-06,P1000,Office Supplies,Binders,Avery Binder,12701.79,4,0.0,1524.21,West
2513,C266,2024-09-23,2024-09-26,P1084,Office Supplies,Binders,Avery Binder,35562.65,6,0.0,4267.52,North
2514,C104,2025-04-02,2025-04-03,P1068,Technology,Tablets,Samsung Tab S7,23483.38,4,0.1,469.67,East
2515,C276,2024-08-01,2024-08-07,P1056,Furniture,Tables,Conference Table,75244.97,3,0.0,9029.4,South
2516,C020,2024-09-09,2024-09-12,P1158,Furniture,Storage,Storage Box,30000.48,2,0.1,600.01,East
2517,C015,2024-09-28,2024-10-03,P1132,Office Supplies,Pens,Pilot Pen,31287.51,1,0.1,625.75,South
2518,C097,2024-07-13,2024-07-19,P1097,Furniture,Chairs,Ergonomic Chair,104578.71,4,0.2,-8366.3,North
2519,C267,2024-06-01,2024-06-04,P1057,Office Supplies,Pens,Parker Pen,128536.67,1,0.2,-10282.93,South
2520,C247,2024-08-30,2024-09-06,P1137,Furniture,Tables,Office Table,89811.73,8,0.1,1796.23,North
2521,C277,2025-05-25,2025-05-29,P1133,Furniture,Storage,Shelf Unit,117523.99,5,0.0,14102.88,East
2522,C051,2024-07-19,2024-07-26,P1170,Technology,Tablets,Lenovo Tab M10,128011.85,10,0.0,15361.42,East
2523,C230,2024-12-04,2024-12-07,P1112,Technology,Mobiles,iPhone 13,111193.84,3,0.1,2223.88,South
2524,C225,2024-08-09,2024-08-10,P1136,Office Supplies,Pens,Pilot Pen,52612.68,7,0.15,-1578.38,South
2525,C243,2024-10-02,2024-10-05,P1169,Furniture,Storage,Filing Cabinet,50266.61,7,0.0,6031.99,East
2526,C115,2024-10-15,2024-10-22,P1024,Office Supplies,Binders,Office Depot Binder,17605.68,9,0.0,2112.68,North
2527,C229,2025-04-08,2025-04-09,P1193,Technology,Tablets,iPad Air,68795.1,3,0.0,8255.41,North
2528,C230,2024-12-29,2025-01-02,P1003,Furniture,Chairs,Visitor Chair,1201.6,5,0.2,-96.13,South
2529,C023,2024-08-20,2024-08-21,P1070,Furniture,Chairs,Visitor Chair,107118.14,2,0.0,12854.18,North
2530,C248,2025-05-21,2025-05-25,P1128,Technology,Mobiles,Samsung Galaxy S22,2138.04,1,0.2,-171.04,East
2531,C039,2024-10-27,2024-10-31,P1092,Technology,Laptops,Lenovo ThinkPad,128933.36,8,0.2,-10314.67,West
2532,C144,2024-08-23,2024-08-24,P1163,Office Supplies,Paper,Printer Paper,41801.89,6,0.2,-3344.15,North
2533,C264,2024-08-25,2024-08-29,P1032,Technology,Tablets,Samsung Tab S7,42279.55,2,0.1,845.59,North
2534,C187,2024-11-11,2024-11-14,P1063,Technology,Tablets,iPad Air,105152.99,10,0.2,-8412.24,North
2535,C262,2025-04-15,2025-04-21,P1080,Technology,Laptops,HP Pavilion,123107.65,6,0.0,14772.92,North
2536,C174,2024-10-17,2024-10-18,P1124,Furniture,Tables,Conference Table,137212.46,9,0.2,-10977.0,North
2537,C068,2025-02-25,2025-03-02,P1097,Technology,Laptops,HP Pavilion,97225.32,1,0.2,-7778.03,East
2538,C291,2024-08-05,2024-08-06,P1104,Furniture,Storage,Shelf Unit,46558.69,8,0.15,-1396.76,North
2539,C010,2025-03-19,2025-03-24,P1046,Office Supplies,Pens,Parker Pen,15702.5,3,0.05,1099.17,South
2540,C177,2024-10-04,2024-10-06,P1102,Furniture,Tables,Office Table,91084.3,2,0.1,1821.69,East
2541,C156,2025-04-19,2025-04-21,P1136,Technology,Mobiles,OnePlus 10,143302.13,6,0.15,-4299.06,West
2542,C004,2025-01-23,2025-01-25,P1192,Furniture,Storage,Filing Cabinet,89367.3,1,0.05,6255.71,South
2543,C014,2024-12-12,2024-12-15,P1006,Office Supplies,Binders,Avery Binder,147155.23,2,0.2,-11772.42,East
2544,C114,2025-03-18,2025-03-20,P1070,Technology,Tablets,Samsung Tab S7,51065.01,2,0.15,-1531.95,West
2545,C030,2025-05-22,2025-05-26,P1075,Office Supplies,Pens,Reynolds Pen,138633.15,1,0.0,16635.98,East
2546,C188,2025-01-14,2025-01-16,P1150,Office Supplies,Pens,Parker Pen,98743.47,1,0.2,-7899.48,West
2547,C123,2025-05-29,2025-06-05,P1145,Furniture,Storage,Filing Cabinet,65955.74,1,0.0,7914.69,South
2548,C170,2024-06-13,2024-06-15,P1123,Furniture,Storage,Shelf Unit,58842.79,1,0.0,7061.13,East
2549,C196,2025-01-17,2025-01-18,P1192,Technology,Laptops,Lenovo ThinkPad,89012.95,6,0.05,6230.91,East
2550,C007,2024-10-27,2024-10-30,P1115,Office Supplies,Pens,Reynolds Pen,69050.32,9,0.0,8286.04,West
2551,C145,2025-05-05,2025-05-12,P1183,Furniture,Storage,Shelf Unit,10781.48,5,0.15,-323.44,East
2552,C162,2025-03-28,2025-04-01,P1143,Furniture,Storage,Shelf Unit,73127.03,6,0.1,1462.54,East
2553,C271,2025-05-07,2025-05-12,P1071,Technology,Mobiles,iPhone 13,57115.63,1,0.15,-1713.47,South
2554,C184,2025-04-14,2025-04-17,P1006,Technology,Laptops,Lenovo ThinkPad,30318.19,2,0.05,2122.27,North
2555,C054,2025-03-14,2025-03-19,P1081,Office Supplies,Pens,Reynolds Pen,53057.91,5,0.15,-1591.74,East
2556,C254,2025-02-04,2025-02-09,P1101,Technology,Tablets,iPad Air,40509.67,1,0.15,-1215.29,North
2557,C294,2025-05-01,2025-05-02,P1092,Furniture,Chairs,Ergonomic Chair,16290.9,2,0.1,325.82,North
2558,C081,2024-06-02,2024-06-03,P1147,Office Supplies,Paper,Printer Paper,84765.0,8,0.2,-6781.2,North
2559,C074,2024-11-12,2024-11-19,P1055,Furniture,Storage,Filing Cabinet,147278.85,2,0.0,17673.46,South
2560,C034,2024-08-26,2024-08-31,P1106,Technology,Laptops,HP Pavilion,75659.97,5,0.05,5296.2,East
2561,C195,2024-09-22,2024-09-24,P1154,Technology,Laptops,Dell Inspiron 15,112628.75,7,0.0,13515.45,South
2562,C298,2025-01-26,2025-01-27,P1109,Furniture,Chairs,Executive Chair,119728.07,9,0.0,14367.37,North
2563,C066,2024-07-13,2024-07-17,P1117,Furniture,Storage,Shelf Unit,55756.91,8,0.15,-1672.71,South
2564,C011,2025-03-30,2025-04-01,P1033,Furniture,Tables,Office Table,31878.21,8,0.2,-2550.26,North
2565,C226,2025-02-21,2025-02-25,P1098,Office Supplies,Pens,Reynolds Pen,72840.5,2,0.15,-2185.22,East
2566,C035,2024-12-12,2024-12-16,P1113,Technology,Mobiles,iPhone 13,46847.36,9,0.0,5621.68,West
2567,C099,2025-03-18,2025-03-21,P1180,Furniture,Storage,Filing Cabinet,60389.62,5,0.0,7246.75,South
2568,C037,2025-01-13,2025-01-14,P1086,Technology,Mobiles,Samsung Galaxy S22,34639.77,6,0.0,4156.77,West
2569,C143,2025-04-02,2025-04-03,P1063,Technology,Mobiles,OnePlus 10,71451.26,8,0.1,1429.03,East
2570,C295,2025-01-09,2025-01-12,P1037,Office Supplies,Pens,Reynolds Pen,12789.84,4,0.0,1534.78,East
2571,C205,2024-06-22,2024-06-24,P1003,Office Supplies,Paper,A4 Paper Pack,74258.17,8,0.15,-2227.75,West
2572,C084,2024-06-30,2024-07-05,P1152,Office Supplies,Binders,Avery Binder,115812.03,5,0.15,-3474.36,North
2573,C277,2024-10-03,2024-10-08,P1147,Technology,Laptops,HP Pavilion,46983.54,3,0.1,939.67,East
2574,C010,2024-07-26,2024-07-31,P1162,Office Supplies,Binders,Office Depot Binder,103084.41,9,0.2,-8246.75,North
2575,C079,2024-09-19,2024-09-22,P1156,Furniture,Tables,Conference Table,49347.43,9,0.15,-1480.42,South
2576,C179,2024-10-04,2024-10-10,P1094,Office Supplies,Binders,Office Depot Binder,104930.56,8,0.2,-8394.44,West
2577,C065,2024-09-04,2024-09-11,P1125,Office Supplies,Paper,Sticky Notes,17127.57,2,0.05,1198.93,East
2578,C272,2025-05-31,2025-06-01,P1178,Technology,Laptops,HP Pavilion,100500.04,3,0.2,-8040.0,North
2579,C170,2025-01-01,2025-01-05,P1030,Furniture,Tables,Conference Table,56861.0,6,0.2,-4548.88,West
2580,C071,2025-01-14,2025-01-21,P1000,Office Supplies,Pens,Reynolds Pen,54780.24,2,0.05,3834.62,East
2581,C282,2025-03-10,2025-03-15,P1155,Furniture,Chairs,Visitor Chair,61195.09,8,0.0,7343.41,North
2582,C146,2024-08-04,2024-08-05,P1092,Technology,Tablets,Lenovo Tab M10,81317.64,7,0.0,9758.12,East
2583,C040,2025-01-08,2025-01-12,P1051,Office Supplies,Pens,Reynolds Pen,57312.75,4,0.05,4011.89,East
2584,C162,2024-10-07,2024-10-12,P1050,Office Supplies,Paper,Sticky Notes,54837.12,2,0.0,6580.45,East
2585,C052,2025-04-29,2025-05-02,P1050,Furniture,Storage,Filing Cabinet,82288.09,9,0.1,1645.76,West
2586,C137,2025-01-07,2025-01-08,P1136,Office Supplies,Pens,Pilot Pen,67215.35,5,0.05,4705.07,West
2587,C236,2024-08-05,2024-08-12,P1054,Office Supplies,Pens,Pilot Pen,119744.04,9,0.15,-3592.32,East
2588,C030,2024-06-26,2024-06-30,P1063,Technology,Tablets,Lenovo Tab M10,138365.78,9,0.1,2767.32,West
2589,C173,2025-02-28,2025-03-06,P1194,Office Supplies,Paper,A4 Paper Pack,59024.28,5,0.2,-4721.94,West
2590,C021,2024-12-01,2024-12-03,P1133,Office Supplies,Paper,Sticky Notes,136698.93,8,0.2,-10935.91,South
2591,C273,2024-10-26,2024-10-30,P1153,Technology,Tablets,Lenovo Tab M10,126809.37,2,0.0,15217.12,West
2592,C032,2024-12-16,2024-12-17,P1194,Technology,Laptops,HP Pavilion,21217.18,9,0.05,1485.2,North
2593,C213,2024-08-31,2024-09-01,P1191,Furniture,Storage,Storage Box,44095.57,5,0.0,5291.47,West
2594,C198,2025-02-13,2025-02-16,P1058,Furniture,Storage,Filing Cabinet,139518.35,3,0.05,9766.28,North
2595,C179,2025-04-12,2025-04-18,P1053,Furniture,Tables,Conference Table,135592.61,1,0.05,9491.48,West
2596,C170,2025-04-26,2025-04-29,P1183,Furniture,Chairs,Ergonomic Chair,112081.72,1,0.0,13449.81,East
2597,C256,2024-12-26,2024-12-31,P1176,Office Supplies,Binders,Staples Binder,16001.49,5,0.1,320.03,East
2598,C248,2024-08-12,2024-08-17,P1109,Furniture,Tables,Conference Table,149488.85,3,0.05,10464.22,West
2599,C188,2025-05-10,2025-05-14,P1155,Office Supplies,Binders,Office Depot Binder,6882.38,3,0.0,825.89,North
2600,C283,2024-08-23,2024-08-28,P1178,Furniture,Chairs,Ergonomic Chair,108841.34,3,0.0,13060.96,West
2601,C170,2024-11-20,2024-11-24,P1127,Technology,Laptops,HP Pavilion,75210.82,3,0.0,9025.3,East
2602,C122,2024-08-24,2024-08-25,P1020,Technology,Laptops,Lenovo ThinkPad,100349.33,6,0.05,7024.45,North
2603,C081,2025-01-07,2025-01-11,P1001,Office Supplies,Paper,A4 Paper Pack,56287.64,6,0.15,-1688.63,South
2604,C138,2024-08-07,2024-08-12,P1070,Office Supplies,Binders,Staples Binder,8328.35,1,0.0,999.4,North
2605,C087,2025-03-28,2025-04-01,P1105,Office Supplies,Binders,Avery Binder,116944.56,3,0.1,2338.89,North
2606,C132,2024-12-05,2024-12-12,P1141,Technology,Mobiles,OnePlus 10,86761.18,1,0.2,-6940.89,North
2607,C183,2024-09-02,2024-09-08,P1167,Office Supplies,Pens,Reynolds Pen,14671.82,3,0.15,-440.15,South
2608,C190,2025-04-09,2025-04-16,P1066,Office Supplies,Pens,Pilot Pen,19847.62,2,0.2,-1587.81,North
2609,C153,2024-11-25,2024-11-26,P1189,Office Supplies,Paper,Sticky Notes,98752.8,8,0.1,1975.06,North
2610,C223,2024-06-04,2024-06-10,P1018,Technology,Tablets,iPad Air,50892.28,7,0.0,6107.07,West
2611,C059,2024-11-20,2024-11-21,P1037,Office Supplies,Binders,Staples Binder,19066.62,3,0.2,-1525.33,North
2612,C282,2024-07-28,2024-07-30,P1125,Furniture,Tables,Standing Desk,80264.24,4,0.2,-6421.14,West
2613,C024,2024-10-07,2024-10-11,P1008,Technology,Laptops,HP Pavilion,18563.38,4,0.1,371.27,South
2614,C228,2025-04-23,2025-04-30,P1085,Furniture,Tables,Conference Table,12047.22,5,0.0,1445.67,North
2615,C153,2025-03-13,2025-03-17,P1128,Furniture,Tables,Standing Desk,88852.99,1,0.2,-7108.24,South
2616,C179,2024-10-20,2024-10-22,P1061,Office Supplies,Pens,Parker Pen,93599.47,6,0.15,-2807.98,North
2617,C015,2024-12-23,2024-12-29,P1115,Technology,Mobiles,OnePlus 10,67778.28,6,0.15,-2033.35,West
2618,C121,2025-02-08,2025-02-13,P1174,Technology,Mobiles,OnePlus 10,46445.83,4,0.05,3251.21,West
2619,C053,2024-10-12,2024-10-18,P1068,Office Supplies,Paper,Printer Paper,86772.35,6,0.15,-2603.17,West
2620,C047,2024-07-26,2024-08-01,P1090,Furniture,Chairs,Ergonomic Chair,91149.83,1,0.1,1823.0,South
2621,C270,2024-07-25,2024-08-01,P1184,Furniture,Storage,Storage Box,23708.91,5,0.05,1659.62,East
2622,C228,2025-01-26,2025-01-30,P1181,Office Supplies,Binders,Staples Binder,98477.27,10,0.1,1969.55,South
2623,C042,2025-02-16,2025-02-23,P1048,Office Supplies,Binders,Avery Binder,33244.59,1,0.0,3989.35,South
2624,C143,2025-01-04,2025-01-07,P1185,Technology,Laptops,Lenovo ThinkPad,3020.71,5,0.0,362.49,West
2625,C084,2025-02-27,2025-03-06,P1095,Office Supplies,Paper,Sticky Notes,5037.11,7,0.0,604.45,South
2626,C184,2024-10-19,2024-10-24,P1073,Furniture,Storage,Filing Cabinet,64269.16,4,0.0,7712.3,North
2627,C026,2025-02-16,2025-02-19,P1137,Office Supplies,Paper,Sticky Notes,138546.58,3,0.15,-4156.4,North
2628,C119,2024-12-30,2025-01-01,P1088,Office Supplies,Binders,Avery Binder,67226.27,6,0.15,-2016.79,North
2629,C243,2025-02-21,2025-02-27,P1083,Technology,Laptops,Dell Inspiron 15,60914.45,6,0.1,1218.29,West
2630,C220,2025-04-30,2025-05-02,P1135,Furniture,Tables,Conference Table,78410.32,4,0.1,1568.21,West
2631,C059,2025-01-11,2025-01-13,P1136,Furniture,Storage,Filing Cabinet,53868.71,1,0.1,1077.37,North
2632,C270,2024-08-03,2024-08-09,P1170,Furniture,Chairs,Ergonomic Chair,63440.54,10,0.05,4440.84,South
2633,C189,2024-10-13,2024-10-20,P1154,Furniture,Storage,Storage Box,131253.4,10,0.1,2625.07,South
2634,C091,2024-06-19,2024-06-21,P1072,Technology,Mobiles,OnePlus 10,79467.17,10,0.1,1589.34,West
2635,C029,2024-08-13,2024-08-17,P1006,Office Supplies,Binders,Staples Binder,52354.35,4,0.15,-1570.63,North
2636,C047,2025-03-02,2025-03-08,P1046,Technology,Tablets,Lenovo Tab M10,70382.23,8,0.05,4926.76,South
2637,C239,2024-12-29,2024-12-31,P1167,Office Supplies,Binders,Avery Binder,22230.18,5,0.05,1556.11,South
2638,C283,2024-11-16,2024-11-21,P1008,Office Supplies,Binders,Staples Binder,63054.49,8,0.2,-5044.36,South
2639,C244,2025-01-01,2025-01-02,P1052,Office Supplies,Pens,Parker Pen,96487.71,5,0.15,-2894.63,North
2640,C119,2025-03-02,2025-03-09,P1052,Office Supplies,Binders,Office Depot Binder,66513.11,9,0.1,1330.26,North
2641,C256,2025-02-05,2025-02-07,P1184,Technology,Mobiles,OnePlus 10,132127.3,2,0.05,9248.91,North
2642,C113,2024-10-12,2024-10-16,P1123,Office Supplies,Pens,Pilot Pen,31762.51,3,0.0,3811.5,South
2643,C076,2024-09-25,2024-09-26,P1024,Technology,Mobiles,Samsung Galaxy S22,113975.21,5,0.05,7978.26,West
2644,C106,2024-08-19,2024-08-24,P1130,Office Supplies,Paper,Sticky Notes,133728.55,2,0.2,-10698.28,South
2645,C236,2024-06-12,2024-06-14,P1034,Office Supplies,Paper,A4 Paper Pack,106699.31,3,0.05,7468.95,South
2646,C298,2024-08-12,2024-08-14,P1104,Furniture,Storage,Storage Box,72983.36,3,0.05,5108.84,North
2647,C290,2024-10-03,2024-10-09,P1186,Furniture,Chairs,Ergonomic Chair,97473.33,3,0.2,-7797.87,North
2648,C236,2025-04-06,2025-04-08,P1141,Furniture,Chairs,Ergonomic Chair,50073.92,9,0.1,1001.48,East
2649,C083,2024-11-10,2024-11-13,P1163,Technology,Tablets,iPad Air,42783.61,6,0.0,5134.03,East
2650,C275,2025-03-07,2025-03-13,P1154,Technology,Laptops,HP Pavilion,8501.64,9,0.15,-255.05,North
2651,C151,2024-08-14,2024-08-17,P1005,Office Supplies,Binders,Avery Binder,112799.19,4,0.05,7895.94,West
2652,C009,2024-10-19,2024-10-20,P1163,Technology,Laptops,HP Pavilion,52442.67,8,0.2,-4195.41,South
2653,C077,2024-08-05,2024-08-07,P1110,Technology,Mobiles,iPhone 13,858.77,1,0.2,-68.7,North
2654,C096,2024-07-01,2024-07-03,P1059,Furniture,Storage,Shelf Unit,59646.33,7,0.1,1192.93,West
2655,C289,2024-07-29,2024-08-02,P1174,Furniture,Chairs,Executive Chair,52949.48,8,0.05,3706.46,South
2656,C210,2025-03-04,2025-03-11,P1115,Furniture,Storage,Filing Cabinet,127542.22,6,0.05,8927.96,West
2657,C162,2024-07-26,2024-07-27,P1028,Office Supplies,Binders,Avery Binder,45170.29,10,0.0,5420.43,West
2658,C037,2024-06-13,2024-06-16,P1173,Technology,Tablets,iPad Air,82158.34,2,0.15,-2464.75,North
2659,C285,2025-03-12,2025-03-19,P1005,Office Supplies,Paper,Printer Paper,94507.59,8,0.1,1890.15,North
2660,C008,2024-09-21,2024-09-27,P1117,Office Supplies,Binders,Avery Binder,33945.67,1,0.1,678.91,North
2661,C273,2025-04-28,2025-04-29,P1037,Office Supplies,Pens,Parker Pen,117493.67,7,0.1,2349.87,East
2662,C296,2024-12-15,2024-12-21,P1009,Office Supplies,Pens,Pilot Pen,81405.9,7,0.05,5698.41,West
2663,C054,2024-11-01,2024-11-07,P1059,Technology,Mobiles,OnePlus 10,50568.95,6,0.1,1011.38,West
2664,C168,2024-08-17,2024-08-23,P1192,Furniture,Storage,Shelf Unit,17777.68,2,0.2,-1422.21,East
2665,C172,2024-11-23,2024-11-28,P1102,Furniture,Chairs,Ergonomic Chair,120209.59,7,0.0,14425.15,North
2666,C252,2024-10-14,2024-10-20,P1192,Furniture,Tables,Conference Table,73472.43,9,0.05,5143.07,South
2667,C046,2024-10-06,2024-10-11,P1044,Technology,Laptops,Dell Inspiron 15,33303.1,7,0.15,-999.09,North
2668,C053,2024-10-18,2024-10-21,P1177,Furniture,Storage,Filing Cabinet,110360.29,10,0.1,2207.21,South
2669,C170,2025-04-03,2025-04-04,P1197,Furniture,Storage,Storage Box,28411.06,8,0.15,-852.33,North
2670,C132,2025-03-15,2025-03-21,P1049,Furniture,Chairs,Visitor Chair,138358.14,6,0.2,-11068.65,North
2671,C245,2024-09-24,2024-09-30,P1072,Furniture,Storage,Storage Box,147414.9,7,0.05,10319.04,South
2672,C259,2024-07-21,2024-07-26,P1047,Office Supplies,Pens,Parker Pen,102489.18,4,0.05,7174.24,West
2673,C147,2024-11-06,2024-11-09,P1200,Furniture,Storage,Filing Cabinet,29743.21,2,0.05,2082.02,East
2674,C248,2025-03-23,2025-03-30,P1144,Furniture,Storage,Storage Box,61782.72,8,0.05,4324.79,North
2675,C263,2024-09-02,2024-09-07,P1008,Furniture,Tables,Standing Desk,139304.05,7,0.05,9751.28,West
2676,C063,2025-02-04,2025-02-11,P1174,Technology,Mobiles,iPhone 13,51907.37,4,0.15,-1557.22,West
2677,C184,2024-06-07,2024-06-11,P1152,Technology,Mobiles,Samsung Galaxy S22,70434.75,10,0.05,4930.43,South
2678,C052,2024-08-11,2024-08-14,P1169,Technology,Mobiles,iPhone 13,100199.54,2,0.05,7013.97,East
2679,C140,2025-05-06,2025-05-08,P1048,Office Supplies,Binders,Staples Binder,62282.72,10,0.05,4359.79,East
2680,C057,2024-09-10,2024-09-16,P1107,Office Supplies,Pens,Pilot Pen,97074.05,2,0.1,1941.48,West
2681,C181,2024-08-02,2024-08-05,P1115,Technology,Tablets,Lenovo Tab M10,56459.87,2,0.0,6775.18,South
2682,C196,2025-03-02,2025-03-07,P1031,Technology,Mobiles,iPhone 13,27876.91,8,0.0,3345.23,West
2683,C083,2024-08-17,2024-08-19,P1195,Office Supplies,Paper,Sticky Notes,81009.12,8,0.0,9721.09,North
2684,C157,2024-06-30,2024-07-07,P1046,Furniture,Tables,Conference Table,5444.41,4,0.15,-163.33,North
2685,C201,2024-10-24,2024-10-26,P1099,Technology,Mobiles,Samsung Galaxy S22,5580.35,2,0.15,-167.41,South
2686,C243,2024-06-26,2024-06-29,P1115,Furniture,Chairs,Visitor Chair,146437.97,7,0.2,-11715.04,North
2687,C147,2024-10-15,2024-10-17,P1098,Furniture,Tables,Conference Table,110135.8,3,0.15,-3304.07,North
2688,C218,2024-07-21,2024-07-28,P1155,Furniture,Tables,Office Table,142795.72,5,0.0,17135.49,North
2689,C068,2024-10-11,2024-10-17,P1057,Office Supplies,Binders,Office Depot Binder,78217.7,4,0.2,-6257.42,East
